t,Y
0.0,0.9167449557244105
0.2,0.9533047073153141
0.4,0.8297355386326292
0.6000000000000001,0.9042722060329501
0.8,0.6715944566064858
1.0,0.6686603431914697
1.2000000000000002,0.6102775654269355
1.4000000000000001,0.6095102053680506
1.6,0.6112776231607022
1.8,0.5532616921048716
2.0,0.4956645658306115
2.2,0.5738231067332392
2.4000000000000004,0.4219270135981823
2.6,0.37239715877393176
2.8000000000000003,0.4268836650978563
3.0,0.4019781910001746
3.2,0.2981264144074084
3.4000000000000004,0.35179182466410913
3.6,0.30766274890544537
3.8000000000000003,0.30782890519890016
4.0,0.33134563709640763
4.2,0.3180945818833156
4.4,0.2907934647726802
4.6000000000000005,0.20627782126204974
4.800000000000001,0.31807350484533636
5.0,0.3104251287287861
5.2,0.2047549504584636
5.4,0.1912679080866357
5.6000000000000005,0.2115986976327659
5.800000000000001,0.19376515744791797
6.0,0.2040519446170605
6.2,0.23676508752535794
6.4,0.154638818369966
6.6000000000000005,0.16393604641296258
6.800000000000001,0.17013273064243628
7.0,0.1522660994485494
7.2,0.1886610279711458
7.4,0.11536979363072855
7.6000000000000005,0.17214486608445662
7.800000000000001,0.09542224355530446
8.0,0.16065137431756604
8.200000000000001,0.03536791044955287
8.4,0.07778750238697432
8.6,0.09189624036858438
8.8,0.12720762437866584
9.0,0.04691962541093808
9.200000000000001,0.12117830753061665
9.4,0.07593782281445438
9.600000000000001,0.10568471382712194
9.8,0.06351330702701113
10.0,0.09591290527828386
