t,Y
0.0,1.0
0.050505050505050504,0.8656772923842575
0.10101010101010101,0.7679285969586018
0.15151515151515152,0.6871418048870472
0.20202020202020202,0.6181135429927654
0.25252525252525254,0.5580945990838629
0.30303030303030304,0.5053304481383559
0.35353535353535354,0.4585853936548753
0.40404040404040403,0.4169346760411175
0.45454545454545453,0.3796573102945422
0.5050505050505051,0.34617447465059425
0.5555555555555556,0.3160112071704604
0.6060606060606061,0.28877114590459724
0.6565656565656566,0.26411908446399585
0.7070707070707071,0.24176847027146298
0.7575757575757576,0.22147216888016774
0.8080808080808081,0.20301546642614215
0.8585858585858586,0.18621065356398034
0.9090909090909091,0.17089275655148795
0.9595959595959596,0.15691611947369224
1.0101010101010102,0.14415163055477717
1.0606060606060606,0.13248444438897683
1.1111111111111112,0.12181209189735795
1.1616161616161615,0.11204289757498441
1.2121212121212122,0.10309464325807709
1.2626262626262625,0.09489343182697704
1.3131313131313131,0.08737271466322193
1.3636363636363635,0.08047245442127378
1.4141414141414141,0.07413840051642955
1.4646464646464645,0.0683214591922338
1.5151515151515151,0.06297714347815013
1.5656565656565655,0.05806509104019283
1.6161616161616161,0.053548640049839044
1.6666666666666667,0.0493944548854569
1.7171717171717171,0.04557219483565407
1.7676767676767677,0.042054220069872854
1.8181818181818181,0.0388153300343171
1.8686868686868687,0.03583253016353322
1.9191919191919191,0.03308482340238727
1.9696969696969697,0.03055302353508205
2.0202020202020203,0.028219587736973823
2.0707070707070705,0.026068466116774304
2.121212121212121,0.024084966313528147
2.1717171717171717,0.02225563146430755
2.2222222222222223,0.020568130072696252
2.2727272727272725,0.019011156491164787
2.323232323232323,0.017574340887489766
2.3737373737373737,0.016248167700624296
2.4242424242424243,0.015023901708309891
2.474747474747475,0.013893520930058363
2.525252525252525,0.012849655677261
2.5757575757575757,0.01188553313904737
2.6262626262626263,0.010994926959740775
2.676767676767677,0.010172111322702806
2.727272727272727,0.009411819107173067
2.7777777777777777,0.008709203730359783
2.8282828282828283,0.00805980432734519
2.878787878787879,0.0074595139570346625
2.929292929292929,0.00690455055399868
2.9797979797979797,0.006391430374142172
3.0303030303030303,0.005916943707126814
3.080808080808081,0.005478132650746117
3.131313131313131,0.005072270762338704
3.1818181818181817,0.004696844420104085
3.2323232323232323,0.004349535743104712
3.282828282828283,0.004028206933011326
3.3333333333333335,0.0037308859134631764
3.3838383838383836,0.003455753154433618
3.4343434343434343,0.0032011295793582433
3.484848484848485,0.0029654654621229875
3.5353535353535355,0.002747330229433951
3.5858585858585856,0.002545403091697003
3.6363636363636362,0.002358464432409319
3.686868686868687,0.002185387892283482
3.7373737373737375,0.002025133089954924
3.7878787878787876,0.0018767389262255231
3.8383838383838382,0.0017393174234232177
3.888888888888889,0.001612048055657192
3.9393939393939394,0.0014941725295626938
3.9898989898989896,0.0013849899785968124
4.040404040404041,0.0012838525371001834
4.090909090909091,0.001190161263209993
4.141414141414141,0.001103362382323712
4.191919191919192,0.0010229438251952848
4.242424242424242,0.0009484320369175369
4.292929292929293,0.000879389035026213
4.343434343434343,0.000815409696769934
4.393939393939394,0.0007561192572422024
4.444444444444445,0.0007011710015810578
4.494949494949495,0.0006502441358217045
4.545454545454545,0.0006030418222493424
4.595959595959596,0.0005592893662540068
4.646464646464646,0.000518732542746027
4.696969696969697,0.0004811360511584413
4.747474747474747,0.0004462820889492433
4.797979797979798,0.0004139690343286927
4.848484848484849,0.000384010229681727
4.898989898989899,0.00035623285783847327
4.94949494949495,0.0003304769039724198
5.0,0.0003065941964807897
