t,Y
0.0,0.9923419482384048
0.5,0.683675562081524
1.0,0.4915152614310505
1.5,0.40548673523720347
2.0,0.29865307765503507
2.5,0.26646369261329106
3.0,0.17519581059075845
3.5,0.16910282816569747
4.0,0.11175487951520555
4.5,0.132127886036859
5.0,0.07998265349169377
5.5,0.05978744039078248
6.0,0.0864689317058139
6.5,0.0415228777333372
7.0,0.049872006429073225
7.5,0.08512958235511392
8.0,0.024195636068190522
8.5,0.009331530445326228
9.0,0.009433884762068898
9.5,0.04684983853109989
10.0,0.011227497438271821
